Id,WnvPresent
1,0.0146782025251873
2,0.0146782025251873
3,0.0146782025251873
4,0.0146782025251873
5,0.0146782025251873
6,0.0146782025251873
7,0.0146782025251873
8,0.0146782025251873
9,0.0125456493481624
10,0.0125456493481624
11,0.0125456493481624
12,0.0125456493481624
13,0.0125456493481624
14,0.0125456493481624
15,0.0125456493481624
16,0.0125456493481624
17,0.0160429328864532
18,0.0160429328864532
19,0.0160429328864532
20,0.0160429328864532
21,0.0160429328864532
22,0.0160429328864532
23,0.0160429328864532
24,0.0160429328864532
25,0.0084712368762385
26,0.0084712368762385
27,0.0084712368762385
28,0.0084712368762385
29,0.0084712368762385
30,0.0084712368762385
31,0.0084712368762385
32,0.0084712368762385
33,0.00819355539515262
34,0.00819355539515262
35,0.00819355539515262
36,0.00819355539515262
37,0.00819355539515262
38,0.00819355539515262
39,0.00819355539515262
40,0.00819355539515262
41,0.00829897216391039
42,0.00829897216391039
43,0.00829897216391039
44,0.00829897216391039
45,0.00829897216391039
46,0.00829897216391039
47,0.00829897216391039
48,0.00829897216391039
49,0.00819606132205915
50,0.00819606132205915
51,0.00819606132205915
52,0.00819606132205915
53,0.00819606132205915
54,0.00819606132205915
55,0.00819606132205915
56,0.00819606132205915
57,0.00954250175649315
58,0.00954250175649315
59,0.00954250175649315
60,0.00954250175649315
61,0.00954250175649315
62,0.00954250175649315
63,0.00954250175649315
64,0.00954250175649315
65,0.00731971751691159
66,0.00731971751691159
67,0.00731971751691159
68,0.00731971751691159
69,0.00731971751691159
70,0.00731971751691159
71,0.00731971751691159
72,0.00731971751691159
73,0.0101135982743367
74,0.0101135982743367
75,0.0101135982743367
76,0.0101135982743367
77,0.0101135982743367
78,0.0101135982743367
79,0.0101135982743367
80,0.0101135982743367
81,0.00813475607103997
82,0.00813475607103997
83,0.00813475607103997
84,0.00813475607103997
85,0.00813475607103997
86,0.00813475607103997
87,0.00813475607103997
88,0.00813475607103997
89,0.00948762042862457
90,0.00948762042862457
91,0.00948762042862457
92,0.00948762042862457
93,0.00948762042862457
94,0.00948762042862457
95,0.00948762042862457
96,0.00948762042862457
97,0.00989756460711832
98,0.00989756460711832
99,0.00989756460711832
100,0.00989756460711832
101,0.00989756460711832
102,0.00989756460711832
103,0.00989756460711832
104,0.00989756460711832
105,0.00682682340414795
106,0.00682682340414795
107,0.00682682340414795
108,0.00682682340414795
109,0.00682682340414795
110,0.00682682340414795
111,0.00682682340414795
112,0.00682682340414795
113,0.0139851164779611
114,0.0139851164779611
115,0.0139851164779611
116,0.0139851164779611
117,0.0139851164779611
118,0.0139851164779611
119,0.0139851164779611
120,0.0139851164779611
121,0.00877129029748982
122,0.00877129029748982
123,0.00877129029748982
124,0.00877129029748982
125,0.00877129029748982
126,0.00877129029748982
127,0.00877129029748982
128,0.00877129029748982
129,0.012734299693206
130,0.012734299693206
131,0.012734299693206
132,0.012734299693206
133,0.012734299693206
134,0.012734299693206
135,0.012734299693206
136,0.012734299693206
137,0.00878448436101729
138,0.00878448436101729
139,0.00878448436101729
140,0.00878448436101729
141,0.00878448436101729
142,0.00878448436101729
143,0.00878448436101729
144,0.00878448436101729
145,0.0151835809704531
146,0.0151835809704531
147,0.0151835809704531
148,0.0151835809704531
149,0.0151835809704531
150,0.0151835809704531
151,0.0151835809704531
152,0.0151835809704531
153,0.0168735037560121
154,0.0168735037560121
155,0.0168735037560121
156,0.0168735037560121
157,0.0168735037560121
158,0.0168735037560121
159,0.0168735037560121
160,0.0168735037560121
161,0.0148488132771091
162,0.0148488132771091
163,0.0148488132771091
164,0.0148488132771091
165,0.0148488132771091
166,0.0148488132771091
167,0.0148488132771091
168,0.0148488132771091
169,0.00954385781777694
170,0.00954385781777694
171,0.00954385781777694
172,0.00954385781777694
173,0.00954385781777694
174,0.00954385781777694
175,0.00954385781777694
176,0.00954385781777694
