Id,WnvPresent
1,0.0153568700614144
2,0.0153568700614144
3,0.0153568700614144
4,0.0153568700614144
5,0.0153568700614144
6,0.0153568700614144
7,0.0153568700614144
8,0.0153568700614144
9,0.0131401558501264
10,0.0131401558501264
11,0.0131401558501264
12,0.0131401558501264
13,0.0131401558501264
14,0.0131401558501264
15,0.0131401558501264
16,0.0131401558501264
17,0.0167768724069712
18,0.0167768724069712
19,0.0167768724069712
20,0.0167768724069712
21,0.0167768724069712
22,0.0167768724069712
23,0.0167768724069712
24,0.0167768724069712
25,0.00889278487014022
26,0.00889278487014022
27,0.00889278487014022
28,0.00889278487014022
29,0.00889278487014022
30,0.00889278487014022
31,0.00889278487014022
32,0.00889278487014022
33,0.00860293583019572
34,0.00860293583019572
35,0.00860293583019572
36,0.00860293583019572
37,0.00860293583019572
38,0.00860293583019572
39,0.00860293583019572
40,0.00860293583019572
41,0.00871240529434156
42,0.00871240529434156
43,0.00871240529434156
44,0.00871240529434156
45,0.00871240529434156
46,0.00871240529434156
47,0.00871240529434156
48,0.00871240529434156
49,0.0086053307723244
50,0.0086053307723244
51,0.0086053307723244
52,0.0086053307723244
53,0.0086053307723244
54,0.0086053307723244
55,0.0086053307723244
56,0.0086053307723244
57,0.0100100726070675
58,0.0100100726070675
59,0.0100100726070675
60,0.0100100726070675
61,0.0100100726070675
62,0.0100100726070675
63,0.0100100726070675
64,0.0100100726070675
65,0.00769099919143504
66,0.00769099919143504
67,0.00769099919143504
68,0.00769099919143504
69,0.00769099919143504
70,0.00769099919143504
71,0.00769099919143504
72,0.00769099919143504
73,0.0106024011862803
74,0.0106024011862803
75,0.0106024011862803
76,0.0106024011862803
77,0.0106024011862803
78,0.0106024011862803
79,0.0106024011862803
80,0.0106024011862803
81,0.00854101169482343
82,0.00854101169482343
83,0.00854101169482343
84,0.00854101169482343
85,0.00854101169482343
86,0.00854101169482343
87,0.00854101169482343
88,0.00854101169482343
89,0.00995040563068312
90,0.00995040563068312
91,0.00995040563068312
92,0.00995040563068312
93,0.00995040563068312
94,0.00995040563068312
95,0.00995040563068312
96,0.00995040563068312
97,0.0103778660806111
98,0.0103778660806111
99,0.0103778660806111
100,0.0103778660806111
101,0.0103778660806111
102,0.0103778660806111
103,0.0103778660806111
104,0.0103778660806111
105,0.00717640267152847
106,0.00717640267152847
107,0.00717640267152847
108,0.00717640267152847
109,0.00717640267152847
110,0.00717640267152847
111,0.00717640267152847
112,0.00717640267152847
113,0.014637853576005
114,0.014637853576005
115,0.014637853576005
116,0.014637853576005
117,0.014637853576005
118,0.014637853576005
119,0.014637853576005
120,0.014637853576005
121,0.00920809606543456
122,0.00920809606543456
123,0.00920809606543456
124,0.00920809606543456
125,0.00920809606543456
126,0.00920809606543456
127,0.00920809606543456
128,0.00920809606543456
129,0.0133336766601314
130,0.0133336766601314
131,0.0133336766601314
132,0.0133336766601314
133,0.0133336766601314
134,0.0133336766601314
135,0.0133336766601314
136,0.0133336766601314
137,0.00921901325437669
138,0.00921901325437669
139,0.00921901325437669
140,0.00921901325437669
141,0.00921901325437669
142,0.00921901325437669
143,0.00921901325437669
144,0.00921901325437669
145,0.0158844498779714
146,0.0158844498779714
147,0.0158844498779714
148,0.0158844498779714
149,0.0158844498779714
150,0.0158844498779714
151,0.0158844498779714
152,0.0158844498779714
153,0.0176373235361345
154,0.0176373235361345
155,0.0176373235361345
156,0.0176373235361345
157,0.0176373235361345
158,0.0176373235361345
159,0.0176373235361345
160,0.0176373235361345
161,0.0155363488299006
162,0.0155363488299006
163,0.0155363488299006
164,0.0155363488299006
165,0.0155363488299006
166,0.0155363488299006
167,0.0155363488299006
168,0.0155363488299006
169,0.0100122368991152
170,0.0100122368991152
171,0.0100122368991152
172,0.0100122368991152
173,0.0100122368991152
174,0.0100122368991152
175,0.0100122368991152
176,0.0100122368991152
177,0.0122766272555358
178,0.0122766272555358
179,0.0122766272555358
180,0.0122766272555358
181,0.0122766272555358
182,0.0122766272555358
183,0.0122766272555358
184,0.0122766272555358
185,0.00945010291869874
186,0.00945010291869874
187,0.00945010291869874
188,0.00945010291869874
189,0.00945010291869874
190,0.00945010291869874
191,0.00945010291869874
192,0.00945010291869874
193,0.0143077524498676
194,0.0143077524498676
195,0.0143077524498676
196,0.0143077524498676
197,0.0143077524498676
198,0.0143077524498676
199,0.0143077524498676
200,0.0143077524498676
201,0.0103921305125173
202,0.0103921305125173
203,0.0103921305125173
204,0.0103921305125173
205,0.0103921305125173
206,0.0103921305125173
207,0.0103921305125173
208,0.0103921305125173
209,0.00928835726871411
210,0.00928835726871411
211,0.00928835726871411
212,0.00928835726871411
213,0.00928835726871411
214,0.00928835726871411
215,0.00928835726871411
216,0.00928835726871411
217,0.00918541897685053
218,0.00918541897685053
219,0.00918541897685053
220,0.00918541897685053
221,0.00918541897685053
222,0.00918541897685053
223,0.00918541897685053
224,0.00918541897685053
225,0.00777651136305654
226,0.00777651136305654
227,0.00777651136305654
228,0.00777651136305654
229,0.00777651136305654
230,0.00777651136305654
231,0.00777651136305654
232,0.00777651136305654
233,0.0131594347499918
234,0.0131594347499918
235,0.0131594347499918
236,0.0131594347499918
237,0.0131594347499918
238,0.0131594347499918
239,0.0131594347499918
240,0.0131594347499918
241,0.0128833851662117
242,0.0128833851662117
243,0.0128833851662117
244,0.0128833851662117
245,0.0128833851662117
246,0.0128833851662117
247,0.0128833851662117
248,0.0128833851662117
249,0.0138889873396357
250,0.0138889873396357
251,0.0138889873396357
252,0.0138889873396357
253,0.0138889873396357
254,0.0138889873396357
255,0.0138889873396357
256,0.0138889873396357
257,0.00780882437478376
258,0.00780882437478376
259,0.00780882437478376
260,0.00780882437478376
261,0.00780882437478376
262,0.00780882437478376
263,0.00780882437478376
264,0.00780882437478376
